Gene,OMIM_en,OMIM_cn
HADHA,"Mitochondrial trifunctional protein deficiency(OMIM:609015, AR);Fatty liver, acute, of pregnancy(OMIM:609016, AR);LCHAD deficiency(OMIM:609016, AR);HELLP syndrome, maternal, of pregnancy(OMIM:609016, AR)","线粒体三功能蛋白缺乏症(OMIM:609015, AR);妊娠期急性脂肪肝(OMIM:609016, AR);LCHAD缺乏症(OMIM:609016, AR);HELLP 综合征，母亲，妊娠(OMIM:609016, AR)"
MCOPCB2,"Microphthalmia with coloboma 2(OMIM:605738, nan)","小眼症伴缺损 2(OMIM:605738, nan)"
GNPTAB,"Mucolipidosis II alpha/beta(OMIM:252500, AR);Mucolipidosis III alpha/beta(OMIM:252600, AR)","粘脂贮积症 II α/β(OMIM:252500, AR);粘脂贮积症 III α/β(OMIM:252600, AR)"
RPS14,"Macrocytic anemia, refractory, due to 5q deletion, somatic(OMIM:153550, nan)","大红细胞性贫血，难治性，由于 5q 缺失，体细胞(OMIM:153550, nan)"
AGA2,"Alopecia, androgenetic, 2(OMIM:300710, nan)","脱发，雄激素，2(OMIM:300710, nan)"
CREB1,"Histiocytoma, angiomatoid fibrous, somatic(OMIM:612160, nan)","组织细胞瘤、血管瘤样纤维瘤、体细胞瘤(OMIM:612160, nan)"
CDSN,"Hypotrichosis 2(OMIM:146520, AD);Peeling skin syndrome 1(OMIM:270300, AR)","少毛症 2(OMIM:146520, AD);脱皮综合征 1(OMIM:270300, AR)"
SUMO1,"?Orofacial cleft 10(OMIM:613705, IC)","?口面裂 10(OMIM:613705, IC)"
HS6ST1,"{Hypogonadotropic hypogonadism 15 with or without anosmia}(OMIM:614880, AD)","{Hypogonadotropic 性腺机能减退 15 伴或不伴嗅觉丧失}(OMIM:614880, AD)"
CRB1,"Retinitis pigmentosa-12(OMIM:600105, AR);Pigmented paravenous chorioretinal atrophy(OMIM:172870, AD);Leber congenital amaurosis 8(OMIM:613835, AR)","色素性视网膜炎-12(OMIM:600105, AR);色素性静脉旁脉络膜视网膜萎缩(OMIM:172870, AD);莱伯先天性黑蒙8(OMIM:613835, AR)"
YWHAG,"Developmental and epileptic encephalopathy 56(OMIM:617665, AD)","发育性和癫痫性脑病 56(OMIM:617665, AD)"
HDAC4,"Neurodevelopmental disorder with central hypotonia and dysmorphic facies(OMIM:619797, AD)","伴有中枢性张力减退和畸形面容的神经发育障碍(OMIM:619797, AD)"
LHX4,"Pituitary hormone deficiency, combined, 4(OMIM:262700, AD)","垂体激素缺乏症，联合，4(OMIM:262700, AD)"
TUBB8,"Oocyte maturation defect 2(OMIM:616780, AD, AR)","卵母细胞成熟缺陷 2(OMIM:616780, AD, AR)"
POLR3F,"?Immunodeficiency 101 (varicella zoster virus-specific)(OMIM:619872, AD)","?Immunodeficiency 101（水痘带状疱疹病毒特异性）(OMIM:619872, AD)"
ENAM,"Amelogenesis imperfecta, type IB(OMIM:104500, AD);Amelogenesis imperfecta, type IC(OMIM:204650, AR)","牙釉质发育不全，IB型(OMIM:104500, AD);牙釉质发育不全，IC型(OMIM:204650, AR)"
TBC1D23,"Pontocerebellar hypoplasia, type 11(OMIM:617695, AR)","脑桥小脑发育不全，11型(OMIM:617695, AR)"
IRF7,"?Immunodeficiency 39(OMIM:616345, AR)","?免疫缺陷 39(OMIM:616345, AR)"
EIF2S3,"MEHMO syndrome(OMIM:300148, XLR)","MEHMO 综合征(OMIM:300148, XLR)"
PNPT1,"Combined oxidative phosphorylation deficiency 13(OMIM:614932, AR);Deafness, autosomal recessive 70(OMIM:614934, AR)","联合氧化磷酸化缺乏症 13(OMIM:614932, AR);耳聋，常染色体隐性遗传 70(OMIM:614934, AR)"
GCNA,"Spermatogenic failure, X-linked, 4(OMIM:301077, XL)","生精失败，X 连锁，4(OMIM:301077, XL)"
NDUFS1,"Mitochondrial complex I deficiency, nuclear type 5(OMIM:618226, AR)","线粒体复合体 I 缺乏症，核型 5(OMIM:618226, AR)"
KRT18,"{Cirrhosis, noncryptogenic, susceptibility to}(OMIM:215600, AR);Cirrhosis, cryptogenic(OMIM:215600, AR)","{肝硬化，非隐源性，易感性}(OMIM:215600, AR);肝硬化，隐源性(OMIM:215600, AR)"
NR2F2,"Congenital heart defects, multiple types, 4(OMIM:615779, AD);46,XX sex reversal 5(OMIM:618901, AD)","先天性心脏缺陷，多种类型，4(OMIM:615779, AD);46、XX性反转5(OMIM:618901, AD)"
DNAH17,"Spermatogenic failure 39(OMIM:618643, AR)","生精失败 39(OMIM:618643, AR)"
SPINK2,"?Spermatogenic failure 29(OMIM:618091, AR)","?生精失败 29(OMIM:618091, AR)"
ABCB7,"Anemia, sideroblastic, with ataxia(OMIM:301310, XLR)","贫血，铁粒幼细胞，伴有共济失调(OMIM:301310, XLR)"
VIPAS39,"Arthrogryposis, renal dysfunction, and cholestasis 2(OMIM:613404, AR)","关节弯曲、肾功能不全和胆汁淤积 2(OMIM:613404, AR)"
RNF13,"Developmental and epileptic encephalopathy 73(OMIM:618379, AD)","发育性和癫痫性脑病 73(OMIM:618379, AD)"
REEP1,"Spastic paraplegia 31, autosomal dominant(OMIM:610250, AD);?Neuronopathy, distal hereditary motor, type VB(OMIM:614751, AD)","痉挛性截瘫 31，常染色体显性遗传(OMIM:610250, AD);?神经元病，远端遗传性运动，VB 型(OMIM:614751, AD)"
GNPTAG,"Mucolipidosis III gamma(OMIM:252605, AR)","粘脂贮积症 III 伽玛(OMIM:252605, AR)"
SMOC1,"Microphthalmia with limb anomalies(OMIM:206920, AR)","伴有肢体异常的小眼症(OMIM:206920, AR)"
SUOX,"Sulfite oxidase deficiency(OMIM:272300, AR)","亚硫酸氧化酶缺乏症(OMIM:272300, AR)"
PGAP3,"Hyperphosphatasia with mental retardation syndrome 4(OMIM:615716, AR)","高磷血症伴智力低下综合征 4(OMIM:615716, AR)"
PDXK,"Neuropathy, hereditary motor and sensory, type VIC, with optic atrophy(OMIM:618511, AR)","神经病变，遗传性运动和感觉，VIC 型，伴有视神经萎缩(OMIM:618511, AR)"
DHX16,"Neuromuscular disease and ocular or auditory anomalies with or without seizures(OMIM:618733, AD)","伴有或不伴有癫痫发作的神经肌肉疾病和眼部或听觉异常(OMIM:618733, AD)"
FTSJ1,"Intellectual developmental disorder, X-linked 9(OMIM:309549, XLR)","智力发育障碍，X 连锁 9(OMIM:309549, XLR)"
FBXL3,"Intellectual developmental disorder with short stature, facial anomalies, and speech defects(OMIM:606220, AR)","智力发育障碍伴身材矮小、面部异常和言语缺陷(OMIM:606220, AR)"
IGFBP7,"Retinal arterial macroaneurysm with supravalvular pulmonic stenosis(OMIM:614224, AR)","伴有瓣上肺动脉狭窄的视网膜大动脉瘤(OMIM:614224, AR)"
ART4,"[Blood group, Dombrock](OMIM:616060, nan)","[血族，多布洛克](OMIM:616060, nan)"
ISG15,"Immunodeficiency 38(OMIM:616126, AR)","免疫缺陷 38(OMIM:616126, AR)"
AKR1D1,"Bile acid synthesis defect, congenital, 2(OMIM:235555, AR)","胆汁酸合成缺陷，先天性，2(OMIM:235555, AR)"
PRKCD,"Autoimmune lymphoproliferative syndrome, type III(OMIM:615559, AR)","自身免疫性淋巴增生综合征，III型(OMIM:615559, AR)"
SLC25A12,"Developmental and epileptic encephalopathy 39(OMIM:612949, AR)","发育性和癫痫性脑病 39(OMIM:612949, AR)"
ATL1,"Spastic paraplegia 3A, autosomal dominant(OMIM:182600, AD);Neuropathy, hereditary sensory, type ID(OMIM:613708, AD)","痉挛性截瘫 3A，常染色体显性遗传(OMIM:182600, AD);神经病，遗传性感觉，ID 型(OMIM:613708, AD)"
FANCB,"Fanconi anemia, complementation group B(OMIM:300514, XLR)","范可尼贫血，B 组互补(OMIM:300514, XLR)"
CSF3R,"?Neutrophilia, hereditary(OMIM:162830, AD);Neutropenia, severe congenital, 7, autosomal recessive(OMIM:617014, AR)","?中性粒细胞增多症，遗传(OMIM:162830, AD);中性粒细胞减少症，重度先天性，7，常染色体隐性遗传(OMIM:617014, AR)"
CLCN7,"Osteopetrosis, autosomal dominant 2(OMIM:166600, AD);Osteopetrosis, autosomal recessive 4(OMIM:611490, AR);Hypopigmentation, organomegaly, and delayed myelination and development(OMIM:618541, AD)","骨硬化症，常染色体显性遗传2(OMIM:166600, AD);骨硬化症，常染色体隐性遗传 4(OMIM:611490, AR);色素减退、器官肿大和髓鞘形成和发育延迟(OMIM:618541, AD)"
CRYBB1,"Cataract 17, multiple types(OMIM:611544, AD, AR)","白内障 17，多种类型(OMIM:611544, AD, AR)"
RFT1,"Congenital disorder of glycosylation, type In(OMIM:612015, AR)","先天性糖基化障碍，In 型(OMIM:612015, AR)"
ARHGAP31,"Adams-Oliver syndrome 1(OMIM:100300, AD)","亚当斯-奥利弗综合征 1(OMIM:100300, AD)"
MMP21,"Heterotaxy, visceral, 7, autosomal(OMIM:616749, AR)","异源性，内脏，7，常染色体(OMIM:616749, AR)"
PC,"Pyruvate carboxylase deficiency(OMIM:266150, AR)","丙酮酸羧化酶缺乏(OMIM:266150, AR)"
FBN2,"Contractural arachnodactyly, congenital(OMIM:121050, AD);Macular degeneration, early-onset(OMIM:616118, AD)","先天性挛缩性蛛网膜炎(OMIM:121050, AD);黄斑变性，早发(OMIM:616118, AD)"
FRAS1,"Fraser syndrome 1(OMIM:219000, AR)","弗雷泽综合征 1(OMIM:219000, AR)"
AMN,"Imerslund-Grasbeck syndrome 2(OMIM:618882, AR)","Imerslund-Grasbeck 综合征 2(OMIM:618882, AR)"
POU4F3,"Deafness, autosomal dominant 15(OMIM:602459, AD)","耳聋，常染色体显性遗传 15(OMIM:602459, AD)"
GYPA,"[Blood group, MNSs system](OMIM:111300, nan);{Malaria, resistance to}(OMIM:611162, nan)","[血型、MNSs系统](OMIM:111300, nan);{疟疾，抵抗}(OMIM:611162, nan)"
MTMR2,"Charcot-Marie-Tooth disease, type 4B1(OMIM:601382, AR)","Charcot-Marie-Tooth 病，4B1 型(OMIM:601382, AR)"
RPL5,"Diamond-Blackfan anemia 6(OMIM:612561, AD)","Diamond-Blackfan 贫血 6(OMIM:612561, AD)"
GATAD1,"?Cardiomyopathy, dilated, 2B(OMIM:614672, AR)","? 扩张型心肌病，2B(OMIM:614672, AR)"
NPC1,"Niemann-Pick disease, type D(OMIM:257220, AR);Niemann-Pick disease, type C1(OMIM:257220, AR)","尼曼-匹克病，D 型(OMIM:257220, AR);尼曼-匹克病，C1 型(OMIM:257220, AR)"
TP53RK,"Galloway-Mowat syndrome 4(OMIM:617730, AR)","加洛韦-莫瓦特综合征 4(OMIM:617730, AR)"
AHDC1,"Xia-Gibbs syndrome(OMIM:615829, AD)","夏-吉布斯综合征(OMIM:615829, AD)"
FAM111A,"Kenny-Caffey syndrome, type 2(OMIM:127000, AD);Gracile bone dysplasia(OMIM:602361, AD)","肯尼-卡菲综合征，2 型(OMIM:127000, AD);细长骨发育不良(OMIM:602361, AD)"
IL1B,"{Gastric cancer risk after H. pylori infection}(OMIM:613659, nan)","{幽门螺杆菌感染后的胃癌风险}(OMIM:613659, nan)"
NIPBL,"Cornelia de Lange syndrome 1(OMIM:122470, AD)","Cornelia de Lange 综合征 1(OMIM:122470, AD)"
GINS1,"Immunodeficiency 55(OMIM:617827, AR)","免疫缺陷 55(OMIM:617827, AR)"
RUBCN,"Spinocerebellar ataxia, autosomal recessive 15(OMIM:615705, AR)","脊髓小脑性共济失调，常染色体隐性遗传 15(OMIM:615705, AR)"
PIGP,"Developmental and epileptic encephalopathy 55(OMIM:617599, AR)","发育性和癫痫性脑病 55(OMIM:617599, AR)"
MUC5B,"{Pulmonary fibrosis, idiopathic, susceptibility to}(OMIM:178500, AD)","{肺纤维化，特发性，易感性}(OMIM:178500, AD)"
ATP7A,"Spinal muscular atrophy, distal, X-linked 3(OMIM:300489, XLR);Occipital horn syndrome(OMIM:304150, XLR);Menkes disease(OMIM:309400, XLR)","脊髓性肌萎缩，远端，X 连锁 3(OMIM:300489, XLR);枕角综合征(OMIM:304150, XLR);卫生部长(OMIM:309400, XLR)"
EIF2B3,"Leukoencephalopathy with vanishing white matter(OMIM:603896, AR)","白质消失的白质脑病(OMIM:603896, AR)"
ALSDC,"Amyotrophic lateral sclerosis, juvenile, with dementia(OMIM:205200, AR)","肌萎缩侧索硬化症，青少年，痴呆(OMIM:205200, AR)"
TXNRD2,"?Glucocorticoid deficiency 5(OMIM:617825, AR)","?糖皮质激素缺乏症 5(OMIM:617825, AR)"
PJVK,"Deafness, autosomal recessive 59(OMIM:610220, AR)","耳聋，常染色体隐性遗传 59(OMIM:610220, AR)"
SIGMAR1,"?Amyotrophic lateral sclerosis 16, juvenile(OMIM:614373, AR);?Spinal muscular atrophy, distal, autosomal recessive, 2(OMIM:605726, AR)","?肌萎缩侧索硬化症 16、少年(OMIM:614373, AR);?脊髓性肌萎缩，远端，常染色体隐性遗传，2(OMIM:605726, AR)"
VAPBC,"Amyotrophic lateral sclerosis 8(OMIM:608627, AD);Spinal muscular atrophy, late-onset, Finkel type(OMIM:182980, AD)","肌萎缩侧索硬化症 8(OMIM:608627, AD);脊髓性肌萎缩症，迟发性，芬克尔型(OMIM:182980, AD)"
DHCR24,"Desmosterolosis(OMIM:602398, AR)","骨质疏松症(OMIM:602398, AR)"
EIF5A,"Faundes-Banka syndrome(OMIM:619376, AD)","Faundes-Banka 综合征(OMIM:619376, AD)"
NLRP1,"{Vitiligo-associated multiple autoimmune disease susceptibility 1}(OMIM:606579, nan);Palmoplantar carcinoma, multiple self-healing(OMIM:615225, AD);Autoinflammation with arthritis and dyskeratosis(OMIM:617388, AD, AR);?Respiratory papillomatosis, juvenile recurrent, congenital(OMIM:618803, AR)","{白癜风相关的多种自身免疫性疾病易感性 1}(OMIM:606579, nan);掌跖癌，多发自愈(OMIM:615225, AD);自身炎症伴关节炎和角化不良(OMIM:617388, AD, AR);?呼吸道乳头状瘤病，青少年复发，先天性(OMIM:618803, AR)"
ACADS,"Acyl-CoA dehydrogenase, short-chain, deficiency of(OMIM:201470, AR)","酰基辅酶A脱氢酶，短链，缺乏(OMIM:201470, AR)"
GFPT1,"Myasthenia, congenital, 12, with tubular aggregates(OMIM:610542, AR)","肌无力，先天性，12，管状聚集(OMIM:610542, AR)"
CFTR,"{Pancreatitis, hereditary}(OMIM:167800, AD);{Bronchiectasis with or without elevated sweat chloride 1, modifier of}(OMIM:211400, AD);Cystic fibrosis(OMIM:219700, AR);Congenital bilateral absence of vas deferens(OMIM:277180, AR)","{胰腺炎，遗传}(OMIM:167800, AD);{支气管扩张伴或不伴汗液氯化物升高 1，修饰符}(OMIM:211400, AD);囊性纤维化(OMIM:219700, AR);先天性双侧输精管缺失(OMIM:277180, AR)"
GIGYF2,"{Parkinson disease 11}(OMIM:607688, nan)","{帕金森病 11}(OMIM:607688, nan)"
JAG1,"Alagille syndrome 1(OMIM:118450, AD);Tetralogy of Fallot(OMIM:187500, AD);?Deafness, congenital heart defects, and posterior embryotoxon(OMIM:617992, AD);Charcot-Marie-Tooth disease, axonal, type 2HH(OMIM:619574, AD)","Alagille 综合征 1(OMIM:118450, AD);法洛四联症(OMIM:187500, AD);?耳聋、先天性心脏缺陷和后胚胎毒素(OMIM:617992, AD);Charcot-Marie-Tooth 病，轴突，2HH 型(OMIM:619574, AD)"
LIM2,"Cataract 19, multiple types(OMIM:615277, AR)","白内障 19，多种类型(OMIM:615277, AR)"
TNFRSF11A,"Osteolysis, familial expansile(OMIM:174810, AD);{Paget disease of bone 2, early-onset}(OMIM:602080, AD);Osteopetrosis, autosomal recessive 7(OMIM:612301, AR)","骨溶解，家族性扩张(OMIM:174810, AD);{Paget 骨病 2，早发}(OMIM:602080, AD);骨硬化症，常染色体隐性遗传 7(OMIM:612301, AR)"
PCNA,"?Ataxia-telangiectasia-like disorder 2(OMIM:615919, AR)","?共济失调-毛细血管扩张样障碍2(OMIM:615919, AR)"
BMPER,"Diaphanospondylodysostosis(OMIM:608022, AR)","椎间盘发育不良(OMIM:608022, AR)"
AK2,"Reticular dysgenesis(OMIM:267500, AR)","网状发育不全(OMIM:267500, AR)"
SHANK2,"{Autism susceptibility 17}(OMIM:613436, nan)","{自闭症易感性 17}(OMIM:613436, nan)"
NLRC4,"Autoinflammation with infantile enterocolitis(OMIM:616050, AD);?Familial cold autoinflammatory syndrome 4(OMIM:616115, AD)","婴儿小肠结肠炎的自身炎症(OMIM:616050, AD);?家族性感冒自身炎症综合征4(OMIM:616115, AD)"
PPP2R3C,"Spermatogenic failure 36(OMIM:618420, AD);Gonadal dysgenesis, dysmorphic facies, retinal dystrophy, and myopathy(OMIM:618419, AR)","生精失败 36(OMIM:618420, AD);性腺发育不全、畸形面容、视网膜营养不良和肌病(OMIM:618419, AR)"
NT5C3A,"Anemia, hemolytic, due to UMPH1 deficiency(OMIM:266120, AR)","UMPH1 缺乏引起的贫血、溶血(OMIM:266120, AR)"
BVES,"Muscular dystrophy, limb-girdle, autosomal recessive 25(OMIM:616812, AR)","肌营养不良，肢带型，常染色体隐性遗传 25(OMIM:616812, AR)"
GAA,"Glycogen storage disease II(OMIM:232300, AR)","糖原贮积病 II(OMIM:232300, AR)"
SLC12A6,"Agenesis of the corpus callosum with peripheral neuropathy(OMIM:218000, AR)","胼胝体发育不全伴周围神经病变(OMIM:218000, AR)"
SP110,"Hepatic venoocclusive disease with immunodeficiency(OMIM:235550, AR);{Mycobacterium tuberculosis, susceptibility to}(OMIM:607948, nan)","伴有免疫缺陷的肝静脉闭塞性疾病(OMIM:235550, AR);{结核分枝杆菌，易感性}(OMIM:607948, nan)"
PLP1,"Pelizaeus-Merzbacher disease(OMIM:312080, XLR);Spastic paraplegia 2, X-linked(OMIM:312920, XLR)","Pelizaeus-Merzbacher 病(OMIM:312080, XLR);痉挛性截瘫 2，X 连锁(OMIM:312920, XLR)"
ACP4,"Amelogenesis imperfecta, type IJ(OMIM:617297, AR)","牙釉质发育不全，IJ型(OMIM:617297, AR)"
MICU1,"Myopathy with extrapyramidal signs(OMIM:615673, AR)","伴有锥体外系体征的肌病(OMIM:615673, AR)"
ZNF644,"Myopia 21, autosomal dominant(OMIM:614167, AD)","近视 21，常染色体显性遗传(OMIM:614167, AD)"
AHSG,"?Alopecia-intellectual disability syndrome 1(OMIM:203650, AR)","?脱发-智力障碍综合征1(OMIM:203650, AR)"
SLC25A1,"Combined D-2- and L-2-hydroxyglutaric aciduria(OMIM:615182, AR);Myasthenic syndrome, congenital, 23, presynaptic(OMIM:618197, AR)","联合 D-2- 和 L-2- 羟基戊二酸尿症(OMIM:615182, AR);肌无力综合征，先天性，23，突触前(OMIM:618197, AR)"
COL4A5,"Alport syndrome 1, X-linked(OMIM:301050, XLD)","Alport 综合征 1，X 连锁(OMIM:301050, XLD)"
CENPT,"?Short stature and microcephaly with genital anomalies(OMIM:618702, AR)","?身材矮小和小头畸形伴生殖器异常(OMIM:618702, AR)"
FYB1,"Thrombocytopenia 3(OMIM:273900, AR)","血小板减少症 3(OMIM:273900, AR)"
PAX3,"Craniofacial-deafness-hand syndrome(OMIM:122880, AD);Waardenburg syndrome, type 3(OMIM:148820, AD, AR);Waardenburg syndrome, type 1(OMIM:193500, AD);Rhabdomyosarcoma 2, alveolar(OMIM:268220, SMu)","颅面耳聋手综合征(OMIM:122880, AD);Waardenburg 综合征，3 型(OMIM:148820, AD, AR);Waardenburg 综合征，1 型(OMIM:193500, AD);横纹肌肉瘤 2，肺泡(OMIM:268220, SMu)"
CRYAB,"Myopathy, myofibrillar, 2(OMIM:608810, AD);Cataract 16, multiple types(OMIM:613763, AD, AR);Myopathy, myofibrillar, fatal infantile hypertonic, alpha-B crystallin-related(OMIM:613869, AR);Cardiomyopathy, dilated, 1II(OMIM:615184, AD)","肌病，肌原纤维，2(OMIM:608810, AD);白内障 16，多种类型(OMIM:613763, AD, AR);肌病、肌原纤维、致命婴儿高渗、α-B 晶状体蛋白相关(OMIM:613869, AR);扩张型心肌病，1II(OMIM:615184, AD)"
WRAP53,"Dyskeratosis congenita, autosomal recessive 3(OMIM:613988, AR)","先天性角化不良，常染色体隐性遗传 3(OMIM:613988, AR)"
ARL6IP1,"?Spastic paraplegia 61, autosomal recessive(OMIM:615685, AR)","?痉挛性截瘫61，常染色体隐性遗传(OMIM:615685, AR)"
TRIM8,"Focal segmental glomerulosclerosis and neurodevelopmental syndrome(OMIM:619428, AD)","局灶节段性肾小球硬化和神经发育综合征(OMIM:619428, AD)"
ATXN2,"Spinocerebellar ataxia 2(OMIM:183090, AD);{Amyotrophic lateral sclerosis, susceptibility to, 13}(OMIM:183090, AD);{Parkinson disease, late-onset, susceptibility to}(OMIM:168600, AD, Mu)","脊髓小脑性共济失调 2(OMIM:183090, AD);{肌萎缩侧索硬化症，易感性，13}(OMIM:183090, AD);{帕金森病，迟发性，易感}(OMIM:168600, AD, Mu)"
IL10RA,"Inflammatory bowel disease 28, early onset, autosomal recessive(OMIM:613148, AR)","炎症性肠病 28，早发，常染色体隐性遗传(OMIM:613148, AR)"
PIDD1,"Intellectual developmental disorder, autosomal recessive 75, with neuropsychiatric features and variant lissencephaly(OMIM:619827, AR)","智力发育障碍，常染色体隐性遗传 75，具有神经精神特征和变异性无脑畸形(OMIM:619827, AR)"
DBR1,"{Encephalitis, acute, infection (viral)-induced, susceptibility to, 11}(OMIM:619441, AR)","{脑炎，急性，感染（病毒）诱发，易感性，11}(OMIM:619441, AR)"
CFHR1,"{Hemolytic uremic syndrome, atypical, susceptibility to}(OMIM:235400, AD, AR);{Macular degeneration, age-related, reduced risk of}(OMIM:603075, AD)","{溶血性尿毒症综合征，非典型，易感}(OMIM:235400, AD, AR);{黄斑变性，年龄相关，风险降低}(OMIM:603075, AD)"
SNX14,"Spinocerebellar ataxia, autosomal recessive 20(OMIM:616354, AR)","脊髓小脑性共济失调，常染色体隐性遗传 20(OMIM:616354, AR)"
PET100,"Mitochondrial complex IV deficiency, nuclear type 12(OMIM:619055, AR)","线粒体复合体 IV 缺乏，核型 12(OMIM:619055, AR)"
CASK,"FG syndrome 4(OMIM:300422, nan);Intellectual developmental disorder, with or without nystagmus(OMIM:300422, nan);Intellectual developmental disorder and microcephaly with pontine and cerebellar hypoplasia(OMIM:300749, XLD)","FG 综合征 4(OMIM:300422, nan);智力发育障碍，伴有或不伴有眼球震颤(OMIM:300422, nan);智力发育障碍和小头畸形伴脑桥和小脑发育不全(OMIM:300749, XLD)"
