"id","Phenotype"
"55130","Ciliary dyskinesia, primary, 23(615451)"
"55131","Alopecia, neurologic defects, and endocrinopathy syndrome(612079)"
"55135","Dyskeratosis congenita, autosomal recessive 3(613988)"
"55145","Dystonia 6, torsion(602629)"
"55148","Campeau syndrome(619189)"
"55149","Spastic ataxia 4, autosomal recessive(613672)"
"5515","Neurodevelopmental disorder and language delay with or without structural brain abnormalities(618354)"
"55151","Osteogenesis imperfecta, type xiv(615066)"
"55152","Developmental and epileptic encephalopathy 86(618910)"
"55154","Myopathy, mitochondrial, and ataxia(617675)"
"55157","Leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation(611105)"
"55159","Fanconi anemia, complementation group w(617784)"
"55163","Phosphate oxidase deficiency(610090)"
"55165","Multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia, and hydranencephaly(236500)"
"55172","Ciliary dyskinesia, primary, 10(612518)"
"5518","Mental retardation, autosomal dominant 36(616362)"
"55180","Mental retardation, autosomal recessive 27(614340)"
"55181","Kuwahara syndrome(619268)"
"55187","Spinocerebellar ataxia, autosomal recessive 4(607317)"
"5519","Lung cancer(211980)"
"55191","Vertebral, cardiac, renal, and limb defects syndrome 3(618845)"
"55193","Renal cell carcinoma, nonpapillary(144700)"
"55209","Mental retardation, autosomal dominant 23(615761)"
"5521","Spinocerebellar ataxia 12(604326)"
"55210","Yoon syndrome(617183)|Pontocerebellar hypoplasia, hypotonia, and respiratory insufficiency syndrome, neonatal lethal(618810)"
"55212","Biedl syndrome 7(615984)"
"55213","Retinal dystrophy with or without extraocular anomalies(617175)"
"55214","Myopia, high, with cataract and vitreoretinal degeneration(614292)"
"55215","Fanconi anemia, complementation group i(609053)"
"55217","Linked 6(300872)"
"55229","Cataract 49(619593)"
"55240","Anemia, hypochromic microcytic, with iron overload 2(615234)"
"55243","Nephrotic syndrome, type 23(619201)"
"55249","Grange syndrome(602531)"
"55250","Mental retardation, autosomal recessive 58(617270)"
"55252","Pena syndrome(617190)"
"55262","Microcephaly 25, primary, autosomal recessive(618351)"
"55270","Thiopurines, poor metabolism of, 2(616903)"
"55275","Pontocerebellar hypoplasia, type 2e(615851)"
"55278","Combined oxidative phosphorylation deficiency 40(618835)"
"5528","Mental retardation, autosomal dominant 35(616355)"
"55280","Spinocerebellar ataxia, autosomal recessive 17(616127)"
"5530","Developmental and epileptic encephalopathy 91(617711)|Arthrogryposis, cleft palate, craniosynostosis, and impaired intellectual development(618265)"
"55315","Lymphadenopathy plus syndrome(602782)"
"55325","Beukes hip dysplasia(142669)|Spondyloepimetaphyseal dysplasia, di rocco type(617974)"
"55329","Heterotaxy, visceral, 9, autosomal, with male infertility(618948)"
"55331","Onset(617762)"
"55340","Portal hypertension, noncirrhotic, 2(619463)"
"55343","Congenital disorder of glycosylation, type iic(266265)"
"55366","Bone mineral density quantitative trait locus 17(615311)|Limited(619613)"
"5538","Ceroid lipofuscinosis, neuronal, 1(256730)"
"55388","Immunodeficiency 80 with or without congenital cardiomyopathy(619313)"
"554","Nephrogenic syndrome of inappropriate antidiuresis(300539)|Linked(304800)"
"5546","Renal cell carcinoma, papillary, 1(605074)"
"55503","Hyperparathyroidism, transient neonatal(618188)"
"55505","Dyskeratosis congenita, autosomal recessive 1(224230)"
"5551","Hemophagocytic lymphohistiocytosis, familial, 2(603553)|Hodgkin, familial(605027)|Aplastic anemia(609135)"
"55521","Anencephaly 1(206500)"
"55526","Ketoadipic aciduria(204750)|Tooth disease, axonal, type 2q(615025)"
"55532","Hypermanganesemia with dystonia 1(613280)"
"55553","Le caignec syndrome(618971)"
"55572","Mitochondrial complex i deficiency, nuclear type 19(618241)"
"55593","Linked(301056)"
"55596","Related, 5(618674)"
"55599","Pituitary hormone deficiency, combined or isolated, 7(618160)"
"55603","Osteogenesis imperfecta, type xviii(617952)"
"55605","Fibrosis of extraocular muscles, congenital, 1(135700)"
"55612","Kindler syndrome(173650)"
"55617","Hattab syndrome(618950)"
"55621","Intellectual developmental disorder, autosomal recessive 68(618302)"
"55624","Dystroglycanopathy (congenital with brain and eye anomalies), type a, 3(253280)|Dystroglycanopathy (congenital with impaired intellectual development), type b, 3(613151)|Girdle), type c, 3(613157)|Retinitis pigmentosa 76(617123)"
"55627","Neurodevelopmental disorder with microcephaly, arthrogryposis, and structural brain anomalies(618622)"
"55628","Short stature, impaired intellectual development, microcephaly, hypotonia, and ocular anomalies(619557)"
"55630","Deficiency type(201100)"
"55636","Charge syndrome(214800)|Hypogonadotropic hypogonadism 5 with or without anosmia(612370)"
"55640","Hydrocephaly syndrome(225790)"
"55644","Mowat syndrome 3(617729)"
"55650","Hyperphosphatasia with mental retardation syndrome 1(239300)"
"55651","Dyskeratosis congenita, autosomal recessive 1(224230)|Dyskeratosis congenita, autosomal recessive 2(613987)"
"55654","Pheochromocytoma(171300)"
"55656","Neurodevelopmental disorder with cerebellar hypoplasia and spasticity(618572)"
"5566","Pigmented nodular adrenocortical disease, primary, 4(615830)|Cardioacrofacial dysplasia 1(619142)"
"5567","Cardioacrofacial dysplasia 2(619143)"
"55670","Peroxisome biogenesis disorder 7a (zellweger)(614872)|Peroxisome biogenesis disorder 7b(614873)"
"55679","Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue(616827)"
"5568","Type, 19(616176)"
"55681","Arthrogryposis multiplex congenita 4, neurogenic, with agenesis of the corpus callosum(618766)"
"55687","Induced(580000)|Induced(580000)|Liver failure, infantile, transient(613070)"
"55689","Epilepsy, familial adult myoclonic, 4(615127)"
"55690","Hoeijmakers syndrome(615009)"
"55691","Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia(616819)"
"55697","Onset(617054)"
"55699","Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia(616007)"
"55703","Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism(607694)|Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism(614381)"
"55704","Like syndrome(617507)"
"55714","Microphthalmia, isolated, with coloboma 9(615145)"
"55717","Hypogonadotropic hypogonadism 7 with or without anosmia(146110)|Hypogonadotropic hypogonadism 14 with or without anosmia(614858)"
"5573","Acrodysostosis 1 with or without hormone resistance(101800)|Carney complex, type 1(160980)|Myxoma, intracardiac(255960)|Pigmented nodular adrenocortical disease, primary, 1(610489)"
"55733","Mabille syndrome(600092)"
"55737","Parkinson disease 17(614203)"
"55739","Onset, with brain edema and/or leukoencephalopathy, 2(618321)"
"55746","Nephrotic syndrome, type 18(618177)|Mowat syndrome 8(618349)"
"55750","Sengers syndrome(212350)|Cataract 38(614691)"
"55755","Microcephaly 3, primary, autosomal recessive(604804)"
"55764","Cranioectodermal dysplasia 1(218330)"
"55765","Inflammatory bowel disease 29(618077)"
"55768","Congenital disorder of deglycosylation(615273)"
"55770","Neurodevelopmental disorder with dysmorphic facies and cerebellar hypoplasia(619306)"
"55773","Pontocerebellar hypoplasia, type 11(617695)"
"55775","Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1(607250)"
"55777","Mental retardation, autosomal dominant 1(156200)"
"55779","Spermatogenic failure 20(617593)"
"55780","Periventricular nodular heterotopia 6(615544)"
"55788","Methylmalonic aciduria and homocystinuria, cblf type(277380)"
"55790","Skeletal dysplasia, mild, with joint laxity and advanced bone age(618870)"
"55791","Facioscapulohumeral muscular dystrophy 3, digenic(619477)"
"558","Hypogonadotropic hypogonadism 7 with or without anosmia(146110)"
"5580","Autoimmune lymphoproliferative syndrome, type iii(615559)"
"55800","Brugada syndrome 7(613120)"
"55806","Alopecia universalis congenita(203655)|Atrichia with papular lesions(209500)"
"55811","Hypercalciuria, absorptive, 2(143870)"
"55812","Leber congenital amaurosis 3(604232)"
"55814","Deafness, autosomal recessive 112(618257)"
"5582","Spinocerebellar ataxia 14(605361)"
"55823","Leukodystrophy, hypomyelinating, 12(616683)"
"5583","Stroke, ischemic(601367)"
"55835","Microcephaly 6, primary, autosomal recessive(608393)|Seckel syndrome 4(613676)"
"55851","Degos disease(613736)"
"55857","Retinitis pigmentosa 69(615780)"
"55858","Congenital disorder of glycosylation, type iik(614727)"
"55863","Mitochondrial complex i deficiency, nuclear type 29(618250)"
"55869","Cornelia de lange syndrome 5(300882)"
"5587","Congenital heart defects and ectodermal dysplasia(617364)"
"55870","Mental retardation, autosomal dominant 52(617796)"
"5589","Polycystic liver disease 1 with or without kidney cysts(174050)"
"55898","Osteootohepatoenteric syndrome(619377)"
"55901","Aneurysm, intracranial berry, 12(618734)"
"55904","Rodan syndrome(618512)"
"55906","Restricted(301041)|Wolff syndrome(314580)"
"5591","Immunodeficiency 26 with or without neurologic abnormalities(615966)"
"5592","Aortic aneurysm, familial thoracic 8(615436)"
"5594","Noonan syndrome 13(619087)"
"55967","Mitochondrial complex i deficiency, nuclear type 23(618244)"
"55975","Retinitis pigmentosa 42(612943)|Perching syndrome(617055)"
"55997","Heterotaxy, visceral, 2, autosomal(605376)"
"56006","Heart and brain malformation syndrome(616920)"
"5604","Melorheostosis, isolated(155950)|Noonan syndrome 1(163950)|Cardiofaciocutaneous syndrome 3(615279)"
"5605","Cardiofaciocutaneous syndrome 4(615280)"
"56052","Congenital disorder of glycosylation, type ik(608540)"
"5610","Leukoencephalopathy, developmental delay, and episodic neurologic regression syndrome(618877)"
"5611","Ataxia, combined cerebellar and peripheral, with hearing loss and diabetes mellitus(616192)"
"56154","Spermatogenic failure 25(617960)"
"56155","Spermatogenic failure 23(617707)"
"56159","Linked, 2(309120)"
"56160","Lung disease, immunodeficiency, and chromosome breakage syndrome(617241)"
"56172","Chondrocalcinosis 2(118600)|Craniometaphyseal dysplasia, autosomal dominant(123000)"
"5618","Multiple fibroadenomas of the breast(615554)|Hyperprolactinemia(615555)"
"56203","Nemaline myopathy 10(616165)"
"5621","Jakob disease(123400)|Straussler disease(137440)|Kuru, susceptibility to(245300)|Fatal familial insomnia(600072)|Like 1(603218)|Spongiform encephalopathy with neuropsychiatric features(606688)"
"5624","Thrombophilia due to protein c deficiency, autosomal dominant(176860)|Thrombophilia due to protein c deficiency, autosomal recessive(612304)"
"56244","Sarcoidosis, susceptibility to, 2(612387)"
"56246","Glucocorticoid deficiency 2(607398)"
"5625","Hyperprolinemia, type i(239500)|Schizophrenia 4(600850)"
"5626","Pituitary hormone deficiency, combined, 2(262600)"
"56262","Agammaglobulinemia 5, autosomal dominant(613506)"
"5627","Thrombophilia due to protein s deficiency, autosomal dominant(612336)|Thrombophilia due to protein s deficiency, autosomal recessive(614514)"
"56270","Neurodevelopmental disorder with spastic quadriplegia and brain abnormalities with or without seizures(617977)"
"5630","Amyotrophic lateral sclerosis 1(105400)"
"5631","Phosphoribosylpyrophosphate synthetase superactivity(300661)|Arts syndrome(301835)|Linked 1(304500)|Linked recessive, 5(311070)"
"5644","Pancreatitis, hereditary(167800)"
"5645","Pancreatitis, hereditary(167800)"
"56479","Mental retardation, autosomal dominant 46(617601)"
"5648","3mc syndrome 1(257920)"
"5649","Lissencephaly 2(257320)|Epilepsy, familial temporal lobe, 1(600512)|Epilepsy, familial temporal lobe, 7(616436)"
"5651","Enterokinase deficiency(226200)"
"56521","Deficient(617384)"
"5654","Cerebral arteriopathy, autosomal recessive, with subcortical infarcts and leukoencephalopathy(600142)|Related, 7(610149)|Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2(616779)"
"5660","Metachromatic leukodystrophy due to saposin b deficiency(249900)|Gaucher disease, atypical, due to saposin c deficiency(610539)|Combined saposin deficiency(611721)|Krabbe disease, atypical, due to saposin a deficiency(611722)|Parkinson disease 24, autosomal dominant, susceptibility to(619491)"
"56603","Radiohumeral fusions with other skeletal and craniofacial anomalies(614416)"
"56606","Hypouricemia, renal, 2(612076)"
"56616","Deafness, autosomal dominant 64(614152)"
"56623","Joubert syndrome 1(213300)|Mental retardation, truncal obesity, retinal dystrophy, and micropenis syndrome(610156)"
"5663","Pick disease of brain(172700)|Frontotemporal dementia(600274)|Alzheimer disease 3(607822)|Cardiomyopathy, dilated, 1u(613694)|Acne inversa, familial, 3(613737)"
"5664","Alzheimer disease 4(606889)|Cardiomyopathy, dilated, 1v(613697)"
"56652","Mitochondrial dna depletion syndrome 7 (hepatocerebral type)(271245)|Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis(607459)|Progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 3(609286)|Perrault syndrome 5(616138)"
"56683","Ciliary dyskinesia, primary, 26(615500)"
"567","Amyloidosis, familial visceral(105200)|Immunodeficiency 43(241600)"
"56704","Tooth disease, axonal, type 2k(607831)"
"56729","Type 2 diabetes mellitus(125853)"
"56776","Mental retardation, autosomal recessive 47(616193)"
"5687","Myocardial infarction, susceptibility to(608446)"
"56896","Schinzel syndrome 4(619435)"
"56910","Epilepsy, familial adult myoclonic, 2(607876)"
"56915","Cerebellar ataxia, brain abnormalities, and cardiac conduction defects(619576)"
"56916","Basan syndrome(129200)|Adermatoglyphia(136000)|Huriez syndrome(181600)"
"5692","Associated autoinflammatory syndrome 3(617591)"
"56922","Coa carboxylase 1 deficiency(210200)"
"56945","Combined oxidative phosphorylation deficiency 5(611719)|Ovarian dysgenesis 7(618117)"
"56947","Encephalopathy due to defective mitochondrial and peroxisomal fission 2(617086)"
"5696","Associated autoinflammatory syndrome 1(256040)"
"56975","Raine syndrome(259775)"
"56978","Epilepsy, progressive myoclonic, 10(616640)"
"5698","Associated autoinflammatory syndrome 3(617591)"
"56983","Degos disease 4(615696)|Girdle, autosomal recessive 21(617232)"
"56984","Associated autoinflammatory syndrome 4(619183)"
"5699","Associated autoinflammatory syndrome 5(619175)"
"56997","Coenzyme q10 deficiency, primary, 4(612016)"
"570","Hypercholanemia, familial 1(607748)|Bile acid conjugation defect 1(619232)"
"57003","Trichohepatoneurodevelopmental syndrome(618268)"
"57007","Abducens synkinesis(619215)"
"57010","Rod synaptic disorder, congenital nonprogressive(610427)"
"57017","Coenzyme q10 deficiency, primary, 5(614654)"
"5702","Deafness, cataract, impaired intellectual development, and polyneuropathy(619354)"
"57020","Schinzel syndrome 3(619135)"
"57038","Pontocerebellar hypoplasia, type 6(611523)"
"57054","Linked, 2(415000)"
"57055","Linked, 2(415000)"
"57057","Atrial septal defect 4(611363)"
"57061","Diabetes mellitus, transient neonatal, 1(601410)"
"57082","Microcephaly 4, primary, autosomal recessive(604321)"
"57094","Epilepsy, familial temporal lobe, 5(614417)|Febrile seizures, familial, 11(614418)"
"57096","Rod dystrophy 13(608194)|Leber congenital amaurosis 6(613826)"
"57102","Mental retardation, autosomal recessive 66(618221)"
"57104","Neutral lipid storage disease with myopathy(610717)"
"57107","Coenzyme q10 deficiency, primary, 3(614652)"
"57122","Nephrotic syndrome, type 11(616730)|Ovarian dysgenesis 6(618078)|Mowat syndrome 7(618348)"
